GEOID,variable,estimate,moe,label,concept,variable_group,variable_index,denom,prop,percent,county_name
19039,B06004I_001,1337,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,1337,1,100,Clarke
19039,B06004I_002,626,205,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,1337,0.4682124158563949,46.82124158563949,Clarke
19039,B06004I_003,155,77,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,1337,0.11593118922961855,11.593118922961855,Clarke
19039,B06004I_004,0,14,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,1337,0,0,Clarke
19039,B06004I_005,556,241,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,1337,0.4158563949139865,41.58563949139865,Clarke
19041,B03003_001,16211,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,16211,1,100,Clay
19041,B03003_002,15613,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,16211,0.9631114675220529,96.31114675220529,Clay
19041,B03003_003,598,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,16211,0.03688853247794707,3.6888532477947074,Clay
19041,B06004I_001,598,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,598,1,100,Clay
19041,B06004I_002,295,102,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,598,0.49331103678929766,49.331103678929765,Clay
19041,B06004I_003,118,85,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,598,0.19732441471571907,19.732441471571907,Clay
19041,B06004I_004,0,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,598,0,0,Clay
19041,B06004I_005,185,99,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,598,0.3093645484949833,30.93645484949833,Clay
19043,B03003_001,17625,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,17625,1,100,Clayton
19043,B03003_002,17286,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,17625,0.9807659574468085,98.07659574468084,Clayton
19043,B03003_003,339,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,17625,0.01923404255319149,1.9234042553191488,Clayton
19043,B06004I_001,339,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,339,1,100,Clayton
19043,B06004I_002,137,38,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,339,0.40412979351032446,40.41297935103245,Clayton
19043,B06004I_003,35,22,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,339,0.10324483775811209,10.32448377581121,Clayton
19043,B06004I_004,25,34,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,339,0.07374631268436578,7.374631268436578,Clayton
19043,B06004I_005,142,50,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,339,0.41887905604719766,41.88790560471977,Clayton
19045,B03003_001,46909,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,46909,1,100,Clinton
19045,B03003_002,45437,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,46909,0.9686200942249888,96.86200942249889,Clinton
19045,B03003_003,1472,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,46909,0.031379905775011194,3.137990577501119,Clinton
19045,B06004I_001,1472,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,1472,1,100,Clinton
19045,B06004I_002,627,105,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,1472,0.42595108695652173,42.59510869565217,Clinton
19045,B06004I_003,651,149,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,1472,0.4422554347826087,44.22554347826087,Clinton
19045,B06004I_004,18,15,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,1472,0.012228260869565218,1.2228260869565217,Clinton
19045,B06004I_005,176,109,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,1472,0.11956521739130435,11.956521739130435,Clinton
19047,B03003_001,17034,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,17034,1,100,Crawford
19047,B03003_002,12252,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,17034,0.7192673476576259,71.92673476576259,Crawford
19047,B03003_003,4782,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,17034,0.2807326523423741,28.07326523423741,Crawford
19047,B06004I_001,4782,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,4782,1,100,Crawford
19047,B06004I_002,1419,252,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,4782,0.29673776662484314,29.673776662484315,Crawford
19047,B06004I_003,1057,282,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,4782,0.22103722291928063,22.10372229192806,Crawford
19047,B06004I_004,13,28,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,4782,0.0027185278126306985,0.27185278126306983,Crawford
19047,B06004I_005,2293,358,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,4782,0.4795064826432455,47.95064826432455,Crawford
19049,B03003_001,87099,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,87099,1,100,Dallas
19049,B03003_002,81765,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,87099,0.9387593428167946,93.87593428167946,Dallas
19049,B03003_003,5334,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,87099,0.061240657183205316,6.124065718320532,Dallas
19049,B06004I_001,5334,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,5334,1,100,Dallas
19049,B06004I_002,2146,289,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,5334,0.4023247094113236,40.23247094113236,Dallas
19049,B06004I_003,1028,276,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,5334,0.19272590926134234,19.272590926134235,Dallas
19049,B06004I_004,290,178,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,5334,0.05436820397450319,5.436820397450319,Dallas
19049,B06004I_005,1870,353,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,5334,0.3505811773528309,35.05811773528309,Dallas
19051,B03003_001,8920,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,8920,1,100,Davis
19051,B03003_002,8789,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,8920,0.9853139013452915,98.53139013452915,Davis
19051,B03003_003,131,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,8920,0.01468609865470852,1.468609865470852,Davis
19051,B06004I_001,131,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,131,1,100,Davis
19051,B06004I_002,93,38,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,131,0.7099236641221374,70.99236641221374,Davis
19051,B06004I_003,18,21,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,131,0.13740458015267176,13.740458015267176,Davis
19051,B06004I_004,0,14,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,131,0,0,Davis
19051,B06004I_005,20,20,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,131,0.15267175572519084,15.267175572519085,Davis
19053,B03003_001,7979,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,7979,1,100,Decatur
19053,B03003_002,7740,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,7979,0.9700463717257801,97.00463717257801,Decatur
19053,B03003_003,239,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,7979,0.029953628274219827,2.9953628274219826,Decatur
19053,B06004I_001,239,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,239,1,100,Decatur
19053,B06004I_002,60,21,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,239,0.2510460251046025,25.10460251046025,Decatur
19053,B06004I_003,125,39,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,239,0.5230125523012552,52.30125523012552,Decatur
19053,B06004I_004,3,6,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,239,0.012552301255230125,1.2552301255230125,Decatur
19053,B06004I_005,51,35,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,239,0.21338912133891214,21.338912133891213,Decatur
19055,B03003_001,17183,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,17183,1,100,Delaware
19055,B03003_002,16916,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,17183,0.9844613862538556,98.44613862538556,Delaware
19055,B03003_003,267,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,17183,0.015538613746144445,1.5538613746144445,Delaware
19055,B06004I_001,267,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,267,1,100,Delaware
19055,B06004I_002,145,48,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,267,0.5430711610486891,54.30711610486891,Delaware
19055,B06004I_003,74,59,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,267,0.27715355805243447,27.715355805243448,Delaware
19055,B06004I_004,10,17,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,267,0.03745318352059925,3.7453183520599254,Delaware
19055,B06004I_005,38,36,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,267,0.14232209737827714,14.232209737827715,Delaware
19057,B03003_001,39386,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,39386,1,100,Des Moines
19057,B03003_002,38120,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,39386,0.9678565987914487,96.78565987914487,Des Moines
19057,B03003_003,1266,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,39386,0.03214340120855126,3.2143401208551263,Des Moines
19057,B06004I_001,1266,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,1266,1,100,Des Moines
19057,B06004I_002,591,164,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,1266,0.466824644549763,46.682464454976305,Des Moines
19057,B06004I_003,362,104,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,1266,0.2859399684044234,28.593996840442337,Des Moines
19057,B06004I_004,181,158,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,1266,0.1429699842022117,14.296998420221168,Des Moines
19057,B06004I_005,132,70,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,1266,0.10426540284360189,10.42654028436019,Des Moines
19059,B03003_001,17127,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,17127,1,100,Dickinson
19059,B03003_002,16783,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,17127,0.9799147544812284,97.99147544812284,Dickinson
19059,B03003_003,344,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,17127,0.02008524551877153,2.0085245518771533,Dickinson
19059,B06004I_001,344,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,344,1,100,Dickinson
19059,B06004I_002,112,83,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,344,0.32558139534883723,32.55813953488372,Dickinson
19059,B06004I_003,203,91,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,344,0.5901162790697675,59.01162790697675,Dickinson
19059,B06004I_004,0,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,344,0,0,Dickinson
19059,B06004I_005,29,30,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,344,0.08430232558139535,8.430232558139535,Dickinson
19061,B03003_001,96982,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,96982,1,100,Dubuque
19061,B03003_002,94587,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,96982,0.975304695716731,97.5304695716731,Dubuque
19061,B03003_003,2395,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,96982,0.02469530428326906,2.4695304283269057,Dubuque
19061,B06004I_001,2395,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,2395,1,100,Dubuque
19061,B06004I_002,910,164,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,2395,0.37995824634655534,37.995824634655534,Dubuque
19061,B06004I_003,711,171,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,2395,0.2968684759916493,29.686847599164928,Dubuque
19061,B06004I_004,81,65,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,2395,0.03382045929018789,3.382045929018789,Dubuque
19061,B06004I_005,693,200,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,2395,0.28935281837160753,28.935281837160755,Dubuque
19063,B03003_001,9438,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,9438,1,100,Emmet
19063,B03003_002,8518,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,9438,0.9025217207035389,90.2521720703539,Emmet
19063,B03003_003,920,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,9438,0.09747827929646112,9.747827929646112,Emmet
19063,B06004I_001,920,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,920,1,100,Emmet
19063,B06004I_002,275,58,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,920,0.29891304347826086,29.891304347826086,Emmet
19063,B06004I_003,195,73,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,920,0.21195652173913043,21.195652173913043,Emmet
19063,B06004I_004,83,56,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,920,0.09021739130434783,9.021739130434783,Emmet
19063,B06004I_005,367,81,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,920,0.39891304347826084,39.891304347826086,Emmet
19065,B03003_001,19803,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,19803,1,100,Fayette
19065,B03003_002,19319,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,19803,0.9755592586981771,97.5559258698177,Fayette
19065,B03003_003,484,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,19803,0.024440741301822957,2.4440741301822957,Fayette
19065,B06004I_001,484,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,484,1,100,Fayette
19065,B06004I_002,186,51,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,484,0.384297520661157,38.429752066115704,Fayette
19065,B06004I_003,233,51,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,484,0.48140495867768596,48.14049586776859,Fayette
19065,B06004I_004,5,7,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,484,0.010330578512396695,1.0330578512396695,Fayette
19065,B06004I_005,60,41,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,484,0.12396694214876033,12.396694214876034,Fayette
19067,B03003_001,15786,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,15786,1,100,Floyd
19067,B03003_002,15275,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,15786,0.9676295451666033,96.76295451666033,Floyd
19067,B03003_003,511,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,15786,0.03237045483339668,3.237045483339668,Floyd
19067,B06004I_001,511,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,511,1,100,Floyd
19067,B06004I_002,173,51,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,511,0.3385518590998043,33.85518590998043,Floyd
19067,B06004I_003,110,73,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,511,0.21526418786692758,21.52641878669276,Floyd
19067,B06004I_004,45,54,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,511,0.08806262230919765,8.806262230919765,Floyd
19067,B06004I_005,183,51,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,511,0.35812133072407043,35.81213307240704,Floyd
19069,B03003_001,10162,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,10162,1,100,Franklin
19069,B03003_002,8866,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,10162,0.8724660499901594,87.24660499901594,Franklin
19069,B03003_003,1296,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,10162,0.12753395000984058,12.753395000984058,Franklin
19069,B06004I_001,1296,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,1296,1,100,Franklin
19069,B06004I_002,692,122,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,1296,0.5339506172839507,53.39506172839506,Franklin
19069,B06004I_003,326,136,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,1296,0.2515432098765432,25.154320987654323,Franklin
19069,B06004I_004,3,4,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,1296,0.0023148148148148147,0.23148148148148145,Franklin
19069,B06004I_005,275,97,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,1296,0.21219135802469136,21.219135802469136,Franklin
19071,B03003_001,6946,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,6946,1,100,Fremont
19071,B03003_002,6753,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,6946,0.9722142240138208,97.22142240138209,Fremont
19071,B03003_003,193,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,6946,0.027785775986179095,2.7785775986179093,Fremont
19071,B06004I_001,193,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,193,1,100,Fremont
19071,B06004I_002,15,21,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,193,0.07772020725388601,7.772020725388601,Fremont
19071,B06004I_003,75,32,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,193,0.38860103626943004,38.860103626943,Fremont
19071,B06004I_004,2,4,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,193,0.010362694300518135,1.0362694300518136,Fremont
19071,B06004I_005,101,39,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,193,0.5233160621761658,52.331606217616574,Fremont
19073,B03003_001,8950,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,8950,1,100,Greene
19073,B03003_002,8690,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,8950,0.9709497206703911,97.09497206703911,Greene
19073,B03003_003,260,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,8950,0.02905027932960894,2.905027932960894,Greene
19073,B06004I_001,260,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,260,1,100,Greene
19073,B06004I_002,39,41,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,260,0.15,15,Greene
19073,B06004I_003,146,69,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,260,0.5615384615384615,56.15384615384615,Greene
19073,B06004I_004,17,26,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,260,0.06538461538461539,6.538461538461539,Greene
19073,B06004I_005,58,32,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,260,0.2230769230769231,22.30769230769231,Greene
19075,B03003_001,12299,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,12299,1,100,Grundy
19075,B03003_002,12141,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,12299,0.987153427107895,98.7153427107895,Grundy
19075,B03003_003,158,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,12299,0.012846572892105048,1.2846572892105048,Grundy
19075,B06004I_001,158,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,158,1,100,Grundy
19075,B06004I_002,61,31,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,158,0.3860759493670886,38.607594936708864,Grundy
19075,B06004I_003,22,27,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,158,0.13924050632911392,13.924050632911392,Grundy
19075,B06004I_004,0,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,158,0,0,Grundy
19075,B06004I_005,75,47,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,158,0.47468354430379744,47.46835443037975,Grundy
19077,B03003_001,10669,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,10669,1,100,Guthrie
19077,B03003_002,10379,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,10669,0.9728184459649452,97.28184459649452,Guthrie
19077,B03003_003,290,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,10669,0.02718155403505483,2.718155403505483,Guthrie
19077,B06004I_001,290,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,290,1,100,Guthrie
19077,B06004I_002,80,31,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,290,0.27586206896551724,27.586206896551722,Guthrie
